source,target,weight,source_name,target_name
Q1024454,Q629998,3,CSX Corporation,General Mills
Q1024454,Q54953653,3,CSX Corporation,B&G Foods
Q2552219,Q7314415,3,"Waste Management, Inc",Republic Services
Q1472929,Q7160600,3,"Nasdaq, Inc.",Pegasystems
Q2140315,Q5426537,3,Textron,FLIR Systems
Q1781428,Q5426537,3,L3 Technologies,FLIR Systems
Q1781428,Q2140315,3,L3 Technologies,Textron
Q1113804,Q301965,3,Comcast,Sprint Corporation
Q27022329,Q744149,3,Snap Inc.,Wells Fargo
Q477993,Q5130656,3,iHeartMedia,Clear Channel Outdoor
Q2283,Q259011,3,Microsoft,Motorola
Q1024454,Q1325987,3,CSX Corporation,Tyson Foods
Q1472929,Q18354527,3,"Nasdaq, Inc.",Trinseo
Q7308054,Q899010,3,Regeneron Pharmaceuticals,Mylan
Q1472929,Q7308054,3,"Nasdaq, Inc.",Regeneron Pharmaceuticals
Q29739,Q4751571,3,International,Anaplan
Q1114148,Q17145596,3,Comerica,Tesco Corporation
Q27988145,Q7233641,3,Post Holdings,Post Consumer Brands
Q165684,Q24525746,3,Rogers Communications,BCE Inc.
Q1028449,Q48742870,3,Cameco,Nutrien
Q312,Q7538146,3,Apple Inc.,Skyworks Solutions
Q26049,Q3884,3,Aetna,Amazon
Q26678,Q66048,3,BMW Group,Deutsche Bank
Q20183163,Q54953653,3,Union Pacific Corporation,B&G Foods
Q1325987,Q629998,3,Tyson Foods,General Mills
Q1325987,Q54953653,3,Tyson Foods,B&G Foods
Q1325987,Q20858163,3,Tyson Foods,Norfolk Southern Corporation
Q459965,Q487907,3,Caterpillar,Bank of America
Q445007,Q856411,3,Altria,British American Tobacco
Q1852556,Q445007,3,Philip Morris International,Altria
Q212900,Q880942,3,Lehman Brothers,Blackstone Group
Q127690442,Q5453008,3,First Financial Bancorp,First Financial Bank
Q18169198,Q7538146,3,Qorvo,Skyworks Solutions
Q3540193,Q3884,3,Wayfair,Amazon
Q1472929,Q7067716,3,"Nasdaq, Inc.",NuVasive
Q3301958,Q483551,3,Overstock.com,Walmart
Q1534597,Q21639712,3,Gold Fields,Sibanye-Stillwater
Q1508234,Q3884,3,Safeway,Amazon
Q157062,Q507154,3,Unilever,Novartis
Q1472929,Q334800,3,"Nasdaq, Inc.",PepsiCo
Q16981175,Q6955706,3,Lennar Corporation,"NVR, Inc."
Q645708,Q66048,3,ING Group,Deutsche Bank
Q212900,Q2283,3,Lehman Brothers,Microsoft
Q174198,Q95,3,Gartner,Google
Q221062,Q899183,3,DuPont,FMC Corporation
Q66,Q757135,3,Boeing,Atlas Air
Q11407,Q37156,3,VMware,IBM
Q1472929,Q4778915,3,"Nasdaq, Inc.",Cloudflare
Q1472929,Q5198104,3,"Nasdaq, Inc.",Cyclacel
Q182477,Q3884,3,Nvidia,Amazon
Q182477,Q37156,3,Nvidia,IBM
Q54953653,Q629998,3,B&G Foods,General Mills
Q20858163,Q629998,3,Norfolk Southern Corporation,General Mills
Q20858163,Q54953653,3,Norfolk Southern Corporation,B&G Foods
Q20183163,Q629998,3,Union Pacific Corporation,General Mills
Q1656230,Q16979157,3,Phillips 66,PBF Energy
Q1283291,Q1656230,3,Valero Energy,Phillips 66
Q157062,Q2283,3,Unilever,Microsoft
Q14772,Q619111,3,Baidu,Apollo Group
Q5013072,Q826526,3,CNA Financial,Loews Corporation
Q122141,Q66048,3,Vodafone,Deutsche Bank
Q207983,Q37156,3,Monsanto,IBM
Q1129792,Q58024,3,The Cooper Companies,eBay
Q1113804,Q5189378,3,Comcast,Crown Holdings
Q66048,Q731938,3,Deutsche Bank,AstraZeneca
Q266423,Q66048,3,Bristol-Myers Squibb,Deutsche Bank
Q1359568,Q483551,3,Alibaba Group,Walmart
Q44294,Q54173,3,Ford Motor Company,General Electric
Q4931457,Q5013072,3,Boardwalk Pipeline Partners,CNA Financial
Q16988318,Q458363,3,Clean Diesel Technologies,Marathon Petroleum
Q7259716,Q7814310,3,PulteGroup,Toll Brothers
Q4905973,Q632694,3,Big Lots,Archer Daniels Midland
Q1359568,Q29739,3,Alibaba Group,International
Q130624258,Q181507,3,Fifth Third Bancorp,SunTrust Banks
Q190464,Q645708,3,HSBC,ING Group
Q2961234,Q35476,3,Charter Communications,AT&T
Q1046951,Q1373493,3,Target Corporation,Lowe's
Q20183163,Q725793,3,Union Pacific Corporation,Union Pacific Railroad
Q1374135,Q491325,3,Prudential plc,Shinhan Financial Group
Q1113804,Q144617,3,Comcast,TIM Group
Q12010467,Q938668,3,Weibo Corporation,Sina Corporation
Q483551,Q7239519,3,Walmart,Precision Castparts Corp.
Q2376711,Q7239519,3,Sysco,Precision Castparts Corp.
Q2376711,Q483551,3,Sysco,Walmart
Q153417,Q7239519,3,Kroger,Precision Castparts Corp.
Q1570773,Q7663801,3,Kohlberg Kravis Roberts,Global Industrial Company
Q1656230,Q319642,3,Phillips 66,Chevron Corporation
Q181507,Q744149,3,SunTrust Banks,Wells Fargo
Q333718,Q37156,3,Johnson & Johnson,IBM
Q487907,Q66,3,Bank of America,Boeing
Q44294,Q95,3,Ford Motor Company,Google
Q13218598,Q193199,3,NatWest Group,UBS
Q1359568,Q29921278,3,Alibaba Group,Nio Inc.
Q130624258,Q487907,3,Fifth Third Bancorp,Bank of America
Q1519267,Q38076,3,Omnicom Group,McDonald's
Q7663801,Q880942,3,Global Industrial Company,Blackstone Group
Q459477,Q483551,3,FedEx,Walmart
Q219508,Q835456,3,Citigroup,Sun Life Financial
Q135683211,Q487907,3,PayPal Holdings,Bank of America
Q152433,Q619121,3,Xerox,Apollo Global Management
Q181507,Q219508,3,SunTrust Banks,Citigroup
Q1921579,Q470156,3,Meredith Corporation,Cencora
Q1424293,Q583268,3,Itaú Unibanco,Vale
Q60740820,Q979690,3,"Arlo Technologies, Inc.",Netgear
Q60740820,Q62065645,3,"Arlo Technologies, Inc.",Blink
Q3884,Q979690,3,Amazon,Netgear
Q3884,Q60740820,3,Amazon,"Arlo Technologies, Inc."
Q219508,Q38928,3,Citigroup,PNC Financial Services
Q2037125,Q744149,3,State Street Corporation,Wells Fargo
Q19923099,Q552581,3,Hewlett Packard Enterprise,SAP
Q19923099,Q267313,3,Hewlett Packard Enterprise,"McAfee, LLC"
Q62065645,Q979690,3,Blink,Netgear
Q20800404,Q2529982,3,Alphabet Inc.,The New York Times Company
Q181507,Q2037125,3,SunTrust Banks,State Street Corporation
Q130624258,Q917131,3,Fifth Third Bancorp,Regions Financial Corporation
Q130624258,Q334204,3,Fifth Third Bancorp,Morgan Stanley
Q1325987,Q38076,3,Tyson Foods,McDonald's
Q156644,Q329953,3,Raytheon,Northrop Grumman Corporation
Q181507,Q917131,3,SunTrust Banks,Regions Financial Corporation
Q19900,Q248,3,Oracle Corporation,Intel
Q1034654,Q744149,3,Capital One,Wells Fargo
Q1472929,Q2495283,3,"Nasdaq, Inc.",United Online
Q2037125,Q334204,3,State Street Corporation,Morgan Stanley
Q2037125,Q219508,3,State Street Corporation,Citigroup
Q194360,Q487907,3,American Express,Bank of America
Q170614,Q407237,3,Ryanair,Air France-KLM
Q194360,Q489921,3,American Express,Mastercard
Q188920,Q822614,3,Delta Air Lines,Alaska Airlines
Q2283,Q81965,3,Microsoft,General Motors
Q1760641,Q7120959,3,Parametric Technology Corporation,PTC Therapeutics
Q301965,Q544847,3,Sprint Corporation,Qualcomm
Q41187,Q483006,3,Sony Group,LG Display
Q2283,Q780442,3,Microsoft,Uber
Q2207629,Q312,3,SPX Corporation,Apple Inc.
Q12010467,Q14772,3,Weibo Corporation,Baidu
Q334204,Q917131,3,Morgan Stanley,Regions Financial Corporation
Q334204,Q739084,3,Morgan Stanley,U.S. Bancorp
Q219508,Q739084,3,Citigroup,U.S. Bancorp
Q1472929,Q628051,3,"Nasdaq, Inc.",Autodesk
Q1577587,Q214763,3,Marathon Oil,ConocoPhillips
Q2283,Q5287613,3,Microsoft,Docusign
Q16974741,Q898750,3,AMAG Pharmaceuticals,Teva Pharmaceutical Industries Ltd.
Q2094989,Q905049,3,Sumitomo Mitsui Financial Group,Shire plc
Q214346,Q2961234,3,Viacom,Charter Communications
Q248,Q372657,3,Intel,Credit Suisse
Q1472929,Q7236078,3,"Nasdaq, Inc.",Powell Industries
Q590897,Q7935247,3,Empresas ICA,Virtus Investment Partners
Q1570773,Q16983837,3,Kohlberg Kravis Roberts,Quaker Chemical Corporation
Q157062,Q880942,3,Unilever,Blackstone Group
Q157062,Q303341,3,Unilever,Wyndham Worldwide
Q157062,Q207983,3,Unilever,Monsanto
Q182477,Q95,3,Nvidia,Google
Q1049080,Q312,3,Juniper Networks,Apple Inc.
Q1049080,Q2283,3,Juniper Networks,Microsoft
Q2103926,Q624375,3,UnitedHealth Group,CVS Health
Q157062,Q16983837,3,Unilever,Quaker Chemical Corporation
Q19900,Q3884,3,Oracle Corporation,Amazon
Q13636126,Q880942,3,Hilton Grand Vacations,Blackstone Group
Q13636126,Q55075186,3,Hilton Grand Vacations,Park Hotels & Resorts
Q1129792,Q3884,3,The Cooper Companies,Amazon
Q1961658,Q319642,3,NV Energy,Chevron Corporation
Q2103926,Q3884,3,UnitedHealth Group,Amazon
Q217583,Q219635,3,Berkshire Hathaway,BlackRock
Q1472929,Q7018524,3,"Nasdaq, Inc.",Newmark Group
Q1472929,Q4835545,3,"Nasdaq, Inc.",BGC Partners
Q157062,Q609466,3,Unilever,Colgate-Palmolive
Q38928,Q487907,3,PNC Financial Services,Bank of America
Q1113804,Q544847,3,Comcast,Qualcomm
Q1113804,Q207983,3,Comcast,Monsanto
Q2283,Q459965,3,Microsoft,Caterpillar
Q108770716,Q3648676,3,Samsara,"Ceva, Inc."
Q207983,Q880942,3,Monsanto,Blackstone Group
Q16983837,Q303341,3,Quaker Chemical Corporation,Wyndham Worldwide
Q1570773,Q303341,3,Kohlberg Kravis Roberts,Wyndham Worldwide
Q538203,Q905086,3,Patterson Companies,Henry Schein
Q297879,Q312,3,ASML,Apple Inc.
Q1113804,Q619121,3,Comcast,Apollo Global Management
Q175106,Q18619470,3,Tim Hortons,Restaurant Brands International
Q20800404,Q372657,3,Alphabet Inc.,Credit Suisse
Q206921,Q856411,3,Pfizer,British American Tobacco
Q1145004,Q856411,3,Randgold Resources,British American Tobacco
Q37156,Q483551,3,IBM,Walmart
Q105375474,Q1472929,3,Sphere 3D,"Nasdaq, Inc."
Q312,Q648533,3,Apple Inc.,Semiconductor Manufacturing International Corporation
Q20800404,Q66,3,Alphabet Inc.,Boeing
Q1570773,Q629998,3,Kohlberg Kravis Roberts,General Mills
Q303341,Q66048,3,Wyndham Worldwide,Deutsche Bank
Q193326,Q303341,3,Goldman Sachs,Wyndham Worldwide
Q157062,Q66048,3,Unilever,Deutsche Bank
Q157062,Q338825,3,Unilever,Accenture
Q1472929,Q7165802,3,"Nasdaq, Inc.",People's United Financial
Q1200840,Q771865,3,"Energizer Holdings, Inc.",Spectrum Brands
Q9396,Q95,3,Deutsche Telekom,Google
Q1113804,Q157062,3,Comcast,Unilever
Q5278020,Q621532,3,Dine Brands Global,Applebee's
Q1046951,Q1113804,3,Target Corporation,Comcast
Q372657,Q735261,3,Credit Suisse,Royal Bank of Canada
Q2923022,Q503182,3,Boyd Gaming,PetroChina Company Limited
Q632240,Q898750,3,Eli Lilly and Company,Teva Pharmaceutical Industries Ltd.
Q334204,Q6496310,3,Morgan Stanley,Banco Santander
Q248,Q487907,3,Intel,Bank of America
Q193326,Q6496310,3,Goldman Sachs,Banco Santander
Q157062,Q193326,3,Unilever,Goldman Sachs
Q483551,Q910368,3,Walmart,Clorox
Q3884,Q910368,3,Amazon,Clorox
Q1741634,Q3884,3,Kimberly-Clark,Amazon
Q1741634,Q212405,3,Kimberly-Clark,Procter & Gamble
Q157062,Q910368,3,Unilever,Clorox
Q157062,Q1741634,3,Unilever,Kimberly-Clark
Q38076,Q66048,3,McDonald's,Deutsche Bank
Q193199,Q38076,3,UBS,McDonald's
Q190464,Q38076,3,HSBC,McDonald's
Q193326,Q19873469,3,Goldman Sachs,Bio-Techne
Q7663801,Q926806,3,Global Industrial Company,Carlyle Group
Q48754,Q7663801,3,PPG Industries,Global Industrial Company
Q19923099,Q675585,3,Hewlett Packard Enterprise,Moody's Corporation
Q1472929,Q266423,3,"Nasdaq, Inc.",Bristol-Myers Squibb
Q19681433,Q219508,3,Kraft Heinz,Citigroup
Q1472929,Q880942,3,"Nasdaq, Inc.",Blackstone Group
Q1472929,Q3295867,3,"Nasdaq, Inc.",The Coca-Cola Company
Q247489,Q663596,3,Merck & Co.,Gilead Sciences
Q1516410,Q7501150,3,Suncor Energy,Shopify
Q38076,Q668737,3,McDonald's,Yum! Brands
Q190464,Q219635,3,HSBC,BlackRock
Q212900,Q334204,3,Lehman Brothers,Morgan Stanley
Q1472929,Q17112054,3,"Nasdaq, Inc.",Silicon Valley Bank
Q13218598,Q5439999,3,NatWest Group,Federal Agricultural Mortgage Corporation
Q1152374,Q54173,3,GE HealthCare,General Electric
Q41187,Q950380,3,Sony Group,CBS Corporation
Q2283,Q54871457,3,Microsoft,Ribbon Communications
Q487907,Q6496310,3,Bank of America,Banco Santander
Q130624258,Q1472929,3,Fifth Third Bancorp,"Nasdaq, Inc."
Q334204,Q66,3,Morgan Stanley,Boeing
Q266423,Q632240,3,Bristol-Myers Squibb,Eli Lilly and Company
Q23133268,Q974846,3,Match Group,IAC
Q5139058,Q6060469,3,Coca-Cola Bottling Co. Consolidated,Inversiones y Representaciones Sociedad Anónima
Q3295867,Q6060469,3,The Coca-Cola Company,Inversiones y Representaciones Sociedad Anónima
Q3295867,Q5139058,3,The Coca-Cola Company,Coca-Cola Bottling Co. Consolidated
Q212405,Q6060469,3,Procter & Gamble,Inversiones y Representaciones Sociedad Anónima
Q212405,Q5139058,3,Procter & Gamble,Coca-Cola Bottling Co. Consolidated
Q212405,Q3295867,3,Procter & Gamble,The Coca-Cola Company
Q119991,Q5139058,3,APA Corporation,Coca-Cola Bottling Co. Consolidated
Q1141267,Q619121,3,Thomson Reuters,Apollo Global Management
Q1359568,Q219508,3,Alibaba Group,Citigroup
Q1359568,Q193199,3,Alibaba Group,UBS
Q10876705,Q1359568,3,ZTO Express,Alibaba Group
Q30635731,Q5377000,3,"Cboe Global Markets, Inc.",Energy Transfer
Q119991,Q3295867,3,APA Corporation,The Coca-Cola Company
Q119991,Q212405,3,APA Corporation,Procter & Gamble
Q47500199,Q75256038,3,Aurora Cannabis,Cronos Group Inc
Q1472929,Q1961658,3,"Nasdaq, Inc.",NV Energy
Q624798,Q688725,3,Canadian National Railway,Teck Resources
Q1472929,Q2909088,3,"Nasdaq, Inc.",Boise Cascade
Q17145596,Q9396,3,Tesco Corporation,Deutsche Telekom
Q1472929,Q582418,3,"Nasdaq, Inc.",ITT Corporation
Q153417,Q624375,3,Kroger,CVS Health
Q1194832,Q2448801,3,Toronto-Dominion Bank,TransAlta Corporation
Q1144929,Q81230,3,Lafarge,Siemens
Q1144929,Q54173,3,Lafarge,General Electric
Q5041354,Q905049,3,Carlisle Companies,Shire plc
Q193199,Q27530,3,UBS,Mercedes-Benz Group
Q334204,Q81965,3,Morgan Stanley,General Motors
Q1516562,Q22243729,3,Liberty Media,Ferrari
Q1194832,Q487907,3,Toronto-Dominion Bank,Bank of America
Q1194832,Q219508,3,Toronto-Dominion Bank,Citigroup
Q1194832,Q193326,3,Toronto-Dominion Bank,Goldman Sachs
Q5041354,Q899133,3,Carlisle Companies,Takeda Pharmaceutical Company
Q158205,Q899133,3,Sanofi,Takeda Pharmaceutical Company
Q158205,Q5041354,3,Sanofi,Carlisle Companies
Q1653258,Q5095516,3,ICICI Bank,Chicago Bridge & Iron Company
Q1141267,Q1194832,3,Thomson Reuters,Toronto-Dominion Bank
Q1345971,Q950380,3,USA Today Co.,CBS Corporation
Q37156,Q487907,3,IBM,Bank of America
Q16972754,Q95,3,Coinbase,Google
Q1339966,Q7575161,3,Enbridge,Spectra Energy
Q583268,Q625713,3,Vale,BHP
Q1472929,Q5377000,3,"Nasdaq, Inc.",Energy Transfer
Q319642,Q7752327,3,Chevron Corporation,The Mosaic Company
Q193326,Q27530,3,Goldman Sachs,Mercedes-Benz Group
Q1570773,Q219508,3,Kohlberg Kravis Roberts,Citigroup
Q19873469,Q661845,3,Bio-Techne,STMicroelectronics
Q19923099,Q856411,3,Hewlett Packard Enterprise,British American Tobacco
Q153417,Q245343,3,Kroger,Barclays plc
Q1347782,Q5055187,3,Marvell Technology,Cavium
Q16953039,Q334204,3,Moelis & Company,Morgan Stanley
Q624375,Q6806775,3,CVS Health,Medicis Pharmaceutical
Q18712620,Q6806775,3,Walgreens Boots Alliance,Medicis Pharmaceutical
Q16996714,Q6806775,3,"Amneal Pharmaceuticals, Inc.",Medicis Pharmaceutical
Q16996714,Q624375,3,"Amneal Pharmaceuticals, Inc.",CVS Health
Q24705550,Q5189378,3,Brookfield Business Partners,Crown Holdings
Q16983837,Q880942,3,Quaker Chemical Corporation,Blackstone Group
Q16983837,Q5189378,3,Quaker Chemical Corporation,Crown Holdings
Q219635,Q3511946,3,BlackRock,T. Rowe Price
Q116452644,Q478214,3,"Netflix, Inc.",Tesla
Q20800404,Q27022329,3,Alphabet Inc.,Snap Inc.
Q12857502,Q157062,3,Mondelez International,Unilever
Q5203782,Q5272335,3,D. R. Horton,dice.com
Q470517,Q768231,3,Amgen,Express Scripts
Q470517,Q7308054,3,Amgen,Regeneron Pharmaceuticals
Q158205,Q7308054,3,Sanofi,Regeneron Pharmaceuticals
Q158205,Q470517,3,Sanofi,Amgen
Q1472929,Q1944412,3,"Nasdaq, Inc.",MoneyGram
Q2304693,Q5617509,3,Southern Company,Gulf Power Company
Q1472929,Q16988355,3,"Nasdaq, Inc.",Cloud Peak Energy
Q156644,Q66,3,Raytheon,Boeing
Q44294,Q9584,3,Ford Motor Company,Honda
Q16996714,Q18712620,3,"Amneal Pharmaceuticals, Inc.",Walgreens Boots Alliance
Q467752,Q483551,3,Verizon Communications,Walmart
Q568532,Q7742790,3,MGM Resorts International,The J.M. Smucker Company
Q193326,Q4972280,3,Goldman Sachs,Broadridge Financial Solutions
Q1472929,Q6981538,3,"Nasdaq, Inc.",Evogene Ltd
Q544847,Q643626,3,Qualcomm,Aptiv
Q502121,Q643626,3,BlackBerry,Aptiv
Q502121,Q544847,3,BlackBerry,Qualcomm
Q14772,Q643626,3,Baidu,Aptiv
Q14772,Q544847,3,Baidu,Qualcomm
Q248,Q44294,3,Intel,Ford Motor Company
Q1472929,Q20311716,3,"Nasdaq, Inc.",Axovant Sciences
Q478214,Q483551,3,Tesla,Walmart
Q17077936,Q697311,3,Lyft,Magna International
Q17077936,Q20800404,3,Lyft,Alphabet Inc.
Q1134069,Q27530,3,Otis Worldwide Corporation,Mercedes-Benz Group
Q14772,Q193326,3,Baidu,Goldman Sachs
Q190464,Q880942,3,HSBC,Blackstone Group
Q624375,Q715583,3,CVS Health,Costco
Q334204,Q5439999,3,Morgan Stanley,Federal Agricultural Mortgage Corporation
Q219508,Q666694,3,Citigroup,Canadian Imperial Bank of Commerce
Q135325,Q1645081,3,Alcoa,Nucor
Q1472929,Q23133268,3,"Nasdaq, Inc.",Match Group
Q193199,Q26678,3,UBS,BMW Group
Q245343,Q80978,3,Barclays plc,Hewlett-Packard
Q1418,Q9396,3,Nokia,Deutsche Telekom
Q122141,Q430745,3,Vodafone,Teradata
Q30325409,Q856411,3,Janus Henderson,British American Tobacco
Q2843129,Q625713,3,Ameriprise Financial,BHP
Q266423,Q816379,3,Bristol-Myers Squibb,Bemis Company
Q483006,Q6459734,3,LG Display,LPL Financial
Q193326,Q697311,3,Goldman Sachs,Magna International
Q193326,Q2529982,3,Goldman Sachs,The New York Times Company
Q2008551,Q26678,3,Oaktree Capital Management,BMW Group
Q2037125,Q219635,3,State Street Corporation,BlackRock
Q1113804,Q1199757,3,Comcast,Dish
Q1472929,Q80978,3,"Nasdaq, Inc.",Hewlett-Packard
Q3331496,Q731938,3,Myriad Genetics,AstraZeneca
Q247489,Q3331496,3,Merck & Co.,Myriad Genetics
Q35476,Q66048,3,AT&T,Deutsche Bank
Q66,Q72539,3,Boeing,U.S. Steel
Q66048,Q905049,3,Deutsche Bank,Shire plc
Q1502712,Q1944412,3,Genworth Financial,MoneyGram
Q427881,Q60767471,3,Royal Caribbean Group,Norwegian Cruise Line Holdings Ltd.
Q1519267,Q212405,3,Omnicom Group,Procter & Gamble
Q1472929,Q7296403,3,"Nasdaq, Inc.",Raven Industries
Q13529408,Q908324,3,Brookfield Infrastructure Partners,Brookfield Corporation
Q20800404,Q4951483,3,Alphabet Inc.,Box
Q1472929,Q1809448,3,"Nasdaq, Inc.",Whole Foods Market
Q1113804,Q9396,3,Comcast,Deutsche Telekom
Q157062,Q52825,3,Unilever,ABB Group
Q115056594,Q1472929,3,Cohen & Steers,"Nasdaq, Inc."
Q135325,Q18619982,3,Alcoa,Century Aluminum
Q1472929,Q27022329,3,"Nasdaq, Inc.",Snap Inc.
Q1543874,Q95205133,3,The Hertz Corporation,Hertz Global Holdings
Q174310,Q312,3,Nordstrom,Apple Inc.
Q1472929,Q17074260,3,"Nasdaq, Inc.",Patriot National Bancorp
Q8074786,Q95,3,Zscaler,Google
Q4951483,Q95,3,Box,Google
Q27022329,Q8074786,3,Snap Inc.,Zscaler
Q2283,Q4951483,3,Microsoft,Box
Q1472929,Q221062,3,"Nasdaq, Inc.",DuPont
Q301965,Q780442,3,Sprint Corporation,Uber
Q1129792,Q880942,3,The Cooper Companies,Blackstone Group
Q1359568,Q95,3,Alibaba Group,Google
Q1472929,Q7848008,3,"Nasdaq, Inc.",Trupanion
Q1472929,Q7809768,3,"Nasdaq, Inc.",Titan Pharmaceuticals
Q29739,Q6060469,3,International,Inversiones y Representaciones Sociedad Anónima
Q478214,Q5439999,3,Tesla,Federal Agricultural Mortgage Corporation
Q18636524,Q619111,3,Caesars Entertainment,Apollo Group
Q193326,Q552581,3,Goldman Sachs,SAP
Q1023876,Q193326,3,CME Group,Goldman Sachs
Q1114148,Q190464,3,Comerica,HSBC
Q194360,Q37156,3,American Express,IBM
Q1472929,Q483915,3,"Nasdaq, Inc.",Nike
Q306764,Q894585,3,Abbott Laboratories,Boston Scientific
Q328840,Q487907,3,Visa,Bank of America
Q3884,Q5189378,3,Amazon,Crown Holdings
Q13218598,Q856411,3,NatWest Group,British American Tobacco
Q13218598,Q157062,3,NatWest Group,Unilever
Q2901365,Q478214,3,Mobileye,Tesla
Q3884,Q727883,3,Amazon,NetApp
Q122141,Q2283,3,Vodafone,Microsoft
Q2283,Q96095585,3,Microsoft,Pinterest Inc.
Q15589464,Q4951483,3,Dropbox Inc.,Box
Q291171,Q4748634,3,Aegon,Amrep Corporation
Q629998,Q81965,3,General Mills,General Motors
Q1741634,Q81965,3,Kimberly-Clark,General Motors
Q1741634,Q629998,3,Kimberly-Clark,General Mills
Q18636524,Q619121,3,Caesars Entertainment,Apollo Global Management
Q207983,Q682759,3,Monsanto,Linde Group
Q20800404,Q8074786,3,Alphabet Inc.,Zscaler
Q52825,Q54173,3,ABB Group,General Electric
Q108770716,Q4674547,3,Samsara,Acorn Energy
Q154950,Q245343,3,Shell,Barclays plc
Q7505672,Q898750,3,Shutterfly,Teva Pharmaceutical Industries Ltd.
Q312,Q7505672,3,Apple Inc.,Shutterfly
Q174310,Q898750,3,Nordstrom,Teva Pharmaceutical Industries Ltd.
Q174310,Q7505672,3,Nordstrom,Shutterfly
Q5450340,Q6717732,3,Finisar,MSC Industrial Direct
Q1129792,Q29739,3,The Cooper Companies,International
Q18619470,Q20800404,3,Restaurant Brands International,Alphabet Inc.
Q10856243,Q3884,3,Newegg,Amazon
Q108770716,Q4982028,3,Samsara,Bsquare corporation
Q18619470,Q467752,3,Restaurant Brands International,Verizon Communications
Q23680081,Q8058700,3,PJT Partners,Younkers
Q108770716,Q5923178,3,Samsara,Itron
Q18619470,Q35476,3,Restaurant Brands International,AT&T
Q333718,Q470517,3,Johnson & Johnson,Amgen
Q4972280,Q7417809,3,Broadridge Financial Solutions,Sangamo Therapeutics
Q266423,Q470517,3,Bristol-Myers Squibb,Amgen
Q207983,Q81230,3,Monsanto,Siemens
Q11407,Q95,3,VMware,Google
Q155026,Q66,3,United Parcel Service,Boeing
Q1053422,Q1516410,3,Cenovus Energy,Suncor Energy
Q17145596,Q19923099,3,Tesco Corporation,Hewlett Packard Enterprise
Q483551,Q768773,3,Walmart,MSCI
Q1089060,Q328840,3,Chubb Corp.,Visa
Q1089060,Q188920,3,Chubb Corp.,Delta Air Lines
Q483551,Q5272601,3,Walmart,Dick's Sporting Goods
Q154950,Q625713,3,Shell,BHP
Q154950,Q430745,3,Shell,Teradata
Q122141,Q154950,3,Vodafone,Shell
Q1656230,Q5377000,3,Phillips 66,Energy Transfer
Q2304693,Q4705296,3,Southern Company,Alabama Power
Q459965,Q81965,3,Caterpillar,General Motors
Q451476,Q666694,3,Scotiabank,Canadian Imperial Bank of Commerce
Q5450340,Q5842736,3,Finisar,Corning Inc.
Q5446791,Q7615829,3,Fidelity National Financial,Stewart Information Services Corporation
Q123616697,Q768773,3,Camden National Corporation,MSCI
Q3884,Q950380,3,Amazon,CBS Corporation
Q1472929,Q3485048,3,"Nasdaq, Inc.",Sinovac Biotech
Q105557,Q1655409,3,Embraer,Iamgold
Q312,Q745099,2,Apple Inc.,Kyocera
Q182477,Q81965,2,Nvidia,General Motors
Q1645081,Q192814,2,Nucor,Harley-Davidson
Q1113804,Q192314,2,Comcast,JPMorgan Chase
Q787044,Q967265,2,Autoliv,Kohl's
Q1045758,Q4698062,2,United Technologies Corporation,Air Lease
Q4698062,Q54173,2,Air Lease,General Electric
Q2529982,Q483551,2,The New York Times Company,Walmart
Q3884,Q5215970,2,Amazon,Dangdang
Q193326,Q81230,2,Goldman Sachs,Siemens
Q16974682,Q731938,2,Alnylam Pharmaceuticals,AstraZeneca
Q7308054,Q731938,2,Regeneron Pharmaceuticals,AstraZeneca
Q1023876,Q35476,2,CME Group,AT&T
Q1264404,Q127278673,2,Duke Energy,LinkedIn Corporation
Q1472929,Q5201295,2,"Nasdaq, Inc.",CytRx
Q22243729,Q81965,2,Ferrari,General Motors
Q2283,Q459477,2,Microsoft,FedEx
Q1472929,Q5152510,2,"Nasdaq, Inc.",Commercial Metals Company
Q193326,Q675585,2,Goldman Sachs,Moody's Corporation
Q193326,Q7086908,2,Goldman Sachs,Olin Corporation
Q217583,Q81965,2,Berkshire Hathaway,General Motors
Q483006,Q95,2,LG Display,Google
Q1424962,Q193199,2,IHG Hotels & Resorts,UBS
Q15913890,Q2837996,2,iQIYI,Alliance Data
Q130624258,Q193326,2,Fifth Third Bancorp,Goldman Sachs
Q1471346,Q192814,2,Whirlpool,Harley-Davidson
Q1472929,Q4868109,2,"Nasdaq, Inc.",Bassett Furniture
Q1137289,Q4999220,2,Nuance Communications,Burlington
Q27530,Q312,2,Mercedes-Benz Group,Apple Inc.
Q108770716,Q4972280,2,Samsara,Broadridge Financial Solutions
Q192814,Q217583,2,Harley-Davidson,Berkshire Hathaway
Q192814,Q53268,2,Harley-Davidson,Toyota
Q192814,Q81965,2,Harley-Davidson,General Motors
Q2662418,Q3211367,2,American Research and Development Corporation,Fresh Del Monte Produce
Q37156,Q66,2,IBM,Boeing
Q66,Q95,2,Boeing,Google
Q127074,Q35476,2,Albemarle Corporation,AT&T
Q190464,Q905049,2,HSBC,Shire plc
Q193199,Q297879,2,UBS,ASML
Q1418,Q81230,2,Nokia,Siemens
Q11407,Q3884,2,VMware,Amazon
Q1032229,Q1053422,2,Canadian Natural Resources,Cenovus Energy
Q502509,Q856411,2,Smith & Nephew,British American Tobacco
