company_id,company,article_count
Q1383669,Exelon,5
Q6717732,MSC Industrial Direct,5
Q145168,Dollar General,5
Q54871457,Ribbon Communications,5
Q2609162,Ticketmaster,5
Q4951483,Box,5
Q7304530,Red Lion Hotels Corporation,5
Q7675621,Tahoe Resources,5
Q16974682,Alnylam Pharmaceuticals,5
Q2006989,YPF,5
Q19903490,Navient,5
Q2119898,Denbury Resources,5
Q6819538,Meritage Homes Corporation,5
Q4732268,AllianceBernstein,5
Q1785549,Peabody Energy,5
Q18754966,Tradeweb Llc,5
Q4740289,Amarin Corporation,5
Q6770621,Markel Corporation,5
Q28406599,Workhorse Group,5
Q5881864,HF Sinclair,5
Q1189695,Denny's,5
Q1760641,Parametric Technology Corporation,5
Q4908047,Bill Barrett Corporation,5
Q62065645,Blink,5
Q7752327,The Mosaic Company,5
Q48739877,Alexandria Real Estate Equities,5
Q7450899,Senomyx,5
Q7581369,Sprouts Farmers Market,5
Q7360089,"Roku, Inc.",5
Q4861529,Barnes Group,5
Q24908086,Washington Prime Group,5
Q653581,Fluor,5
Q315287,Qiagen,5
Q1104787,Coty,5
Q20022777,Sanderson Farms,5
Q39052499,Tonix Pharmaceuticals,5
Q1044059,Carnival Corporation & plc,5
Q16985829,Tupperware Brands,5
Q6541837,QVC Group,5
Q56421559,Huami Corporation,5
Q4929570,Blue Nile Inc.,5
Q8033550,Woodward,5
Q4698062,Air Lease,5
Q816379,Bemis Company,5
Q7010502,New Mountain Capital,5
Q5696498,Hecla Mining,5
Q21077,Warner Music Group,5
Q28222794,BlackLine,5
Q55075186,Park Hotels & Resorts,5
Q1155729,Scholastic Corporation,5
Q156376,Vimeo,5
Q223127,Logitech,5
Q5092882,Chesapeake Utilities,5
Q24110304,Brookfield Property Partners,5
Q18191351,Elbit Limited,5
Q16999030,Lakeland Industries,5
Q14662364,AbbVie,5
Q16975402,Euroseas,5
Q772813,Univar Solutions,5
Q1123366,Con-way,5
Q1673079,Iron Mountain Incorporated,5
Q621532,Applebee's,5
Q447855,Aluminum Corporation of China,5
Q791285,Avon Products Inc.,5
Q5123314,City National Bank,5
Q7516654,Silvercorp Metals,5
Q19757566,Pluralsight,5
Q1459595,Revlon,5
Q17110635,Heidrick & Struggles,5
Q1508526,"Sturm, Ruger & Co.",5
Q691592,GlobalFoundries,5
Q15727302,Arcos Dorados Holdings,5
Q17149417,U.S. Concrete,5
Q726654,Glatfelter,5
Q5156101,Compass Minerals,5
Q1407601,Grupo Aeroportuario del Sureste,5
Q13529408,Brookfield Infrastructure Partners,5
Q4736257,Alteon WebSystems,5
Q7949044,WESCO International,5
Q28782856,DXC Technology,5
Q124724566,Employers Holdings Inc,5
Q5649395,Hanover Insurance,5
Q19854317,Vipshop,5
Q1022711,CACI,5
Q5884072,Hologic,5
Q26215536,Axalta Coating Systems,5
Q17153461,Civeo Corporation,5
Q650259,Fresenius Medical Care,5
Q6496310,Banco Santander,5
Q790060,Broadcom,5
Q1925384,IDT Corporation,5
Q23680081,PJT Partners,5
Q608776,Cadence Design Systems,5
Q21072695,Vista Outdoor,5
Q6791878,Mattress Firm,5
Q7571280,Southwest Gas,5
Q7894082,Universal Technical Institute,5
Q6389509,Kennametal,5
Q16984687,SM Energy,5
Q2899735,QAD Inc,5
Q10397787,"Aaron's, Inc.",5
Q7981065,WellCare,5
Q18111091,Cheetah Mobile,4
Q7884645,UniFirst,4
Q7562151,Sonoco,4
Q6545004,Life Time,4
Q17131128,Rockwell Medical Inc.,4
Q17082992,SPS Commerce,4
Q16983368,Park Electrochemical Corp,4
Q3403513,Principal Financial Group,4
Q5311573,Ducommun,4
Q6806861,Medifast,4
Q65091423,Diamondback Energy,4
Q5324991,EagleBank,4
Q5923178,Itron,4
Q7830012,Town Sports International Holdings,4
Q48814381,Aphria,4
Q5762186,Hill International,4
Q2749364,Fortinet,4
Q7847309,TrueCar,4
Q1786345,Marsh & McLennan Companies,4
Q1341590,Enerplus,4
Q4748634,Amrep Corporation,4
Q689475,Laureate Education,4
Q60742568,CalAmp,4
Q4886950,Benchmark Electronics,4
Q1137289,Nuance Communications,4
Q19867294,WPX Energy,4
Q5173965,Xively,4
Q6758107,Marcus Corporation,4
Q1758392,"IDEXX Laboratories, Inc.",4
Q1666040,"Interface, Inc.",4
Q1562826,VEON,4
Q96418958,Miller Industries,4
Q5509271,Funko,4
Q5533602,Gentex,4
Q2162158,BOK Financial Corporation,4
Q1477661,PACCAR,4
Q35339,WWE,4
Q5204430,DBV Technologies,4
Q7416970,Sandstorm Gold,4
Q5761967,HillRom,4
Q5182813,Crawford & Company,4
Q951259,Murphy Oil,4
Q1984481,NiSource,4
Q434017,Altair Engineering,4
Q5986662,Iconix Brand Group,4
Q4922539,Blackbaud,4
Q2032800,Ally Financial,4
Q4993917,Varian Medical Systems,4
Q1190598,Spirit Airlines,4
Q7132349,Papa Murphy's,4
Q30283141,Superconductor Technologies,4
Q22906645,Magellan Midstream Partners,4
Q283457,E. W. Scripps Company,4
Q7555824,SolarCity,4
Q1134746,Legg Mason,4
Q17012234,Enphase Energy,4
Q7912506,Valmont Industries,4
Q93520415,Sea Ltd,4
Q738770,Western Digital,4
Q4792281,Arlington Asset Investment,4
Q645072,Dean Foods,4
Q5373589,Emmis Communications,4
Q16981897,Mercury Insurance Group,4
Q85801645,Smartsheet Inc.,4
Q33127130,TrueBlue,4
Q204727,Alexion Pharmaceuticals,4
Q7201095,Planet Fitness,4
Q4034815,Ball Corporation,4
Q2319810,St. Jude Medical,4
Q4751068,Analogic Corporation,4
Q1192211,Strategy,4
Q25230554,21Vianet,4
Q56011958,Tencent Music,4
Q5968523,IberiaBank Corporation,4
Q5970002,IDEX Corporation,4
Q596499,"KBR, Inc.",4
Q1344587,Entergy,4
Q4816513,Atlantic Power Corporation,4
Q7838954,Trevena Inc,4
Q6978096,National Retail Properties,4
Q1224697,DigitalGlobe,4
Q7627777,Student Transportation Inc.,4
Q2414097,The Scotts Miracle-Gro Company,4
Q143435,Unum,4
Q6955096,Link Motion Inc,4
Q474383,Ballard Power Systems,4
Q628051,Autodesk,4
Q620875,Goodyear Tire and Rubber Company,4
Q7830269,Townsquare Media,4
Q48971221,Delphi Technologies,4
Q1812555,Leggett & Platt,4
Q17080768,Silicon Graphics International,4
Q6968762,Natera,4
Q7331170,RCI Hospitality Holdings,4
Q17086972,Huron Consulting Group,4
Q256598,SemGroup,4
Q65080540,Renewable Energy Group,4
Q28127133,ElectraMeccanica,4
Q784804,AutoNation,4
Q3100337,Gemplus,4
Q656165,Halliburton,4
Q1073306,China Life Insurance Company,4
Q125447264,Abacus Life,4
Q6715642,MFS Investment Management,4
Q18619467,Rayonier Advanced Materials,4
Q2495283,United Online,4
Q1511043,Gerdau,4
Q5194189,Cumulus Media,4
Q477993,iHeartMedia,4
Q1275577,EOG Resources,4
Q19866632,ClearSign Combustion,4
Q8040120,Wyndham Hotels & Resorts,4
Q5453330,First Midwest Bancorp,4
Q915543,Briggs & Stratton,4
Q8058700,Younkers,4
Q1545076,Microchip Technology,4
Q750124,Cabot Corporation,4
Q110360228,Corporacion America Airports,4
Q5457038,Flagstar Bank,4
Q7119110,PFSweb,4
Q1784126,Koppers,4
Q25103752,UMH Properties,4
Q1053348,Cemex,4
Q462984,Ameren,4
Q6744211,Mallinckrodt Pharmaceuticals,4
Q426583,Sanmina Corporation,4
Q7268802,Qualys,4
Q5506152,Frost Bank,4
Q5309468,DryShips Inc,4
Q447403,Alumina Limited,4
Q5089544,Chegg,4
Q4744841,American River Bank,4
Q17072200,Novavax,4
Q1538585,Kelly Services,4
Q17062565,Hyundai Motor America,4
Q16985452,Brooks Automation,4
Q761965,Baxter International,4
Q15915960,Xunlei Limited,4
Q7018524,Newmark Group,4
Q464996,Nortel,4
Q5157220,Compugen Ltd.,4
Q7067716,NuVasive,4
Q16988318,Clean Diesel Technologies,4
Q6955706,"NVR, Inc.",4
Q6662684,General Cable,4
Q20667333,NextEra Energy Partners,4
Q7084833,Old Republic International,4
Q1107035,Cognizant,4
Q463090,Smith & Wesson,4
Q2178198,Ryder,4
Q484930,Analog Devices,4
Q20979194,American Homes 4 Rent,4
Q7391016,SL Green Realty,4
Q106221634,U-Haul Holding Company,4
Q16974527,Dover Corporation,4
Q7808625,Slack Technologies,4
Q7989598,Westport Innovations,4
Q7796068,Thor Industries,4
Q7277601,RPX Corporation,4
Q6654568,Liveperson Inc.,4
Q5038056,Carbonite,4
Q30287734,Corbus Pharmaceuticals,4
Q16844753,Horizon Therapeutics,4
Q1631922,Snap-on,4
Q1055390,Cerner,4
Q974846,IAC,4
Q7248721,Progressive Corporation,4
Q373225,Virgin Galactic,4
Q5312314,Duff & Phelps,4
Q4826087,AutoZone,4
Q17143142,REX American Resources,4
Q6982488,Navios Maritime Holdings,4
Q17114308,Nektar Therapeutics,4
Q106238577,Athene Holding,4
Q7695737,TTEC,4
Q7662493,Synnex,4
Q5090406,Chemical Financial Corporation,4
Q7313497,Rent-A-Center,4
Q162852,SurveyMonkey,4
Q5421507,Exponent,4
Q6398035,Key Energy Services,4
Q474621,Amphenol,4
Q5683881,Havertys,4
Q7309325,Regis Corporation,4
Q2417728,Kraton Polymers,4
Q1676726,J. Walter Thompson,4
Q27065,Gogo Inflight Internet,4
Q7165802,People's United Financial,4
Q621592,"Discovery, Inc.",4
Q327646,Enron,4
Q109565934,Opiant Pharmaceuticals,4
Q4811929,Asure Software,4
Q15109916,Otelco,4
Q7057831,Northeast Bank,4
Q6955989,NW Natural,4
Q1138073,Coventry Health Care,4
Q8024771,Windstream Holdings,4
Q541076,AngloGold Ashanti,4
Q7361273,Rollins Inc.,4
Q5969568,ICG Group,4
Q5453008,First Financial Bank,4
Q127690442,First Financial Bancorp,4
Q5275969,Digital Realty Trust,4
Q18151094,Kirby Corporation,4
Q7912152,Valley National Bank,4
Q2974454,Frontier Communications,4
Q7271499,Questar Corporation,4
Q18324720,Cnova,4
Q224751,Lennox International,4
Q173395,Cisco,4
Q105099852,Seritage Growth Properties,4
Q7915220,Worldpay,4
Q3067119,Fastenal,4
Q7319192,Rex Energy,4
Q2007484,Oklahoma Gas & Electric,4
Q128738,Anheuser-Busch InBev,4
Q4931457,Boardwalk Pipeline Partners,4
Q5206232,DTE Energy,4
Q5552410,Geron Corporation,4
Q43452224,RYB Education,4
Q7606770,Stein Mart,3
Q63862184,Braemar Hotels & Resorts,3
Q3072937,First Hawaiian Bank,3
Q460446,Amdocs,3
Q1127536,Consolidated Edison,3
Q60740820,"Arlo Technologies, Inc.",3
Q4741030,Ambarella Inc.,3
Q467238,American Water Works,3
Q6522340,Lending Club,3
Q15109891,Innospec,3
Q15030582,CooperVision,3
Q1341588,EnerSys,3
Q288129,ACCO Brands,3
Q7809764,Titan Machinery,3
Q113153195,DiDi Global,3
Q934853,Motorola Mobility,3
Q4928282,Bloomin' Brands,3
Q5617509,Gulf Power Company,3
Q5648633,Hanmi Bank,3
Q56273715,"Tapestry, Inc.",3
Q5152058,CommVault Systems,3
Q24915031,Envestnet,3
Q1627894,W. W. Grainger,3
Q1144929,Lafarge,3
Q7271456,Quest Diagnostics,3
Q4733161,Allot Ltd,3
Q6806775,Medicis Pharmaceutical,3
Q3433273,Rite Aid,3
Q11074156,ONEOK,3
Q5201295,CytRx,3
Q7638158,Sunrun,3
Q7972797,Waste Connections,3
Q7943726,Vuzix,3
Q2552219,"Waste Management, Inc",3
Q85846831,OceanFirst Bank,3
Q15109846,Sarepta Therapeutics,3
Q7314415,Republic Services,3
Q5484477,Franco-Nevada,3
Q4928676,Blucora,3
Q344341,Activision Blizzard,3
Q14993631,Science Applications International Corporation,3
Q356212,Fossil,3
Q7162745,Pengrowth Energy,3
Q5055187,Cavium,3
Q2266483,AVG Technologies,3
Q1776022,Equinor ASA,3
Q6893780,Mohawk Industries,3
Q1486956,Xcel Energy,3
Q2373884,Sykes Enterprises,3
Q5512854,GAMCO Investors,3
Q5629392,Home Depot Supply,3
Q24887050,Nikola Corporation,3
Q745099,Kyocera,3
Q4982028,Bsquare corporation,3
Q1136433,Costamare,3
Q5969799,ICU Medical,3
Q7109415,Otter Tail Corporation,3
Q7501097,ShopRite,3
Q20714950,Primoris Services Corporation,3
Q4705296,Alabama Power,3
Q5357940,Electro Scientific Industries,3
Q5120253,Cincinnati Financial,3
Q7385029,"Ryerson, Inc.",3
Q1157767,Daktronics,3
Q5122694,Citizens Financial Group,3
Q7119849,TXNM Energy,3
Q2393592,Indosat,3
Q1683034,Janus Capital Group,3
Q17020720,SoFi,3
Q17068000,Mackinac Financial Corporation,3
Q5629432,HEICO,3
Q3485048,Sinovac Biotech,3
Q1269170,Dynegy,3
Q113459125,AMTD Digital,3
Q2305438,PT Telkom Indonesia (Persero),3
Q7067710,NuScale,3
Q5330003,Eastern Bank,3
Q6776123,Martin Marietta Materials,3
Q445007,Altria,3
Q15238661,CNH Industrial,3
Q6952158,NACCO Industries,3
Q101209811,Pool Corporation,3
Q6468754,Spire Inc.,3
Q5058678,Cementos Pacasmayo,3
Q849404,Copa Airlines,3
Q4828605,Aviat Networks,3
Q106301677,WillScot Mobile Mini Holdings Corp.,3
Q107364296,Orchard Therapeutics,3
Q5578424,Golar LNG,3
Q880296,Black Hills Corporation,3
Q212433,Avaya,3
Q977627,Starz Inc.,3
Q6787989,"Matson, Inc.",3
Q5018092,Cal-Maine,3
Q3341241,Nidec,3
Q15109913,Netlist Inc.,3
Q7236078,Powell Industries,3
Q392221,Brown-Forman,3
Q16733729,Kosmos Energy,3
Q6735371,Maiden Holdings,3
Q4033073,Arris Group,3
Q25245312,Rush Enterprises,3
Q7246635,ProAssurance,3
Q7296403,Raven Industries,3
Q4648219,A. O. Smith,3
Q2645636,Allstate,3
Q7561788,Sonic Automotive,3
Q1023155,CDW,3
Q7907809,Vaalco Energy,3
Q3973262,Stericycle,3
Q930919,Public Service Enterprise Group,3
Q2004423,FEI Company,3
Q6782217,MasTec,3
Q2091479,Nice Ltd,3
Q813780,Becton Dickinson,3
Q1045842,The Cheesecake Factory,3
Q577911,"Pepco Holdings, Inc.",3
Q22121866,Exact Sciences,3
Q16996000,Houston Wire & Cable,3
Q931233,Cision,3
Q4636301,3D Systems,3
Q4653724,ARIAD Pharmaceuticals,3
Q28402394,Home BancShares,3
Q7049673,Noodles & Company,3
Q6367245,Kapstone,3
Q6541925,Liberty Property Trust,3
Q39075113,Scorpio Tankers,3
Q6109309,J & J Snack Foods,3
Q62621,Canon Inc.,3
Q7696143,Teleflex,3
Q203386,Zim Integrated Shipping Services Ltd,3
Q4674547,Acorn Energy,3
Q2466256,U.S. Cellular,3
Q175106,Tim Hortons,3
Q2404292,Teradyne,3
Q1342041,Lam Research,3
Q15109880,Harmonic Inc.,3
Q3093459,GW Pharmaceuticals,3
Q5644848,Hamilton Beach Brands,3
Q8042415,"XPO, Inc.",3
Q4686194,Advanced Energy,3
Q7229656,"Popular, Inc.",3
Q7833614,TFI International,3
Q484143,Gravity Corporation,3
Q7669439,Tat Technologies Ltd,3
Q16157155,A10 Networks,3
Q4957288,Brandywine Realty Trust,3
Q30256497,Perma-Fix Environmental Services,3
Q5154604,CommunityOne Bank,3
Q8072593,ZipRealty,3
Q48791239,Maxar Technologies,3
Q7392495,SPDR,3
Q6426028,Kohlberg & Company,3
Q3853691,Mediacom,3
Q5278020,Dine Brands Global,3
Q1543874,The Hertz Corporation,3
Q332477,Victoria’s Secret,3
Q135579976,Uniti,3
Q380,Meta Platforms,3
Q7955609,WSFS Bank,3
Q5763038,"Hillenbrand, Inc.",3
Q1477156,Seadrill,3
Q1824441,Life Technologies,3
Q5639346,Hain Celestial Group,3
Q7983629,WesBanco,3
Q963809,Polycom,3
Q1470619,Parker Hannifin,3
Q7084595,Old National Bank,3
Q16982326,Mueller Water Products,3
Q17326957,Westlake Corporation,3
Q5099579,China Automotive Systems,3
Q30281437,Celldex Therapeutics,3
Q1335585,Emerson Electric,3
Q2108251,Precision Drilling,3
Q18385610,Stitch Fix,3
Q1660027,The McClatchy Company,3
Q4833850,B.O.S. Better Online Solutions,3
Q17088705,Spanish Broadcasting System,3
Q4671580,Acadia Pharmaceuticals,3
Q1780382,Weyerhaeuser,3
Q7114733,Owens & Minor,3
Q5207184,DaVita,3
Q7120810,PS Business Parks,3
Q638036,Arctic Cat,3
Q120946412,Limbach Holdings,3
Q1254149,Dr Pepper Snapple Group,3
Q4732492,Alliant Energy,3
Q183184,Sabesp,3
Q106295041,Digital Turbine,3
Q1410137,Houlihan Lokey,3
Q7889101,United Rentals,3
Q7696488,Telephone and Data Systems,3
Q7537214,"SkyWest, Inc.",3
Q7231939,Portland General Electric,3
Q491325,Shinhan Financial Group,3
Q8025339,Wingstop,3
Q8041964,XG Technology,3
Q65085822,Affirm,3
Q25004808,Diplomat Pharmacy,3
Q6522334,"Black Knight, Inc.",3
Q6113060,Jack Henry & Associates,3
Q16840288,Griffon Corporation,3
Q20311716,Axovant Sciences,3
Q6981538,Evogene Ltd,3
Q7707945,Texas Roadhouse,3
Q1129847,Cooper Tire & Rubber Company,3
Q4974587,Brookfield Renewable,3
Q464767,American Greetings,3
Q2450722,Cellcom Israel Ltd.,3
Q1502794,GEO Group,3
Q6107753,JA Solar Holdings,3
Q124129932,Fidelity D & D Bancorp,3
Q5198104,Cyclacel,3
Q21196367,Black Stone Minerals,3
Q7090375,Omnicare,3
Q6550657,Lincoln Electric,3
Q1850587,Polaris,3
Q5570544,Global Payments,3
Q5170174,Core Laboratories,3
Q124724103,Eagle Bulk Shipping Inc.,3
Q22121862,Applied Genetic Technologies Corporation,3
Q202210,GameStop,3
Q7958645,Wabash National,3
Q4718099,Alexander's,3
Q5446775,Fidelity & Guaranty Life,3
Q757135,Atlas Air,3
Q7555837,SolarWinds,3
Q7939183,VocalTec,3
Q17109642,Sandy Spring Bank,3
Q524989,NCR Corporation,3
Q16920636,United Bank,3
Q690604,Axon Enterprise,3
Q7875835,US Airways Group,3
Q60764012,Pattern Energy,3
Q2034659,Extreme Networks,3
Q2286044,Silicon Laboratories,3
Q725793,Union Pacific Railroad,3
Q1132272,PVH Corp.,3
Q30298339,POET Technologies,3
Q96575127,PennantPark Investment Corporation,3
Q30282590,"Precigen, Inc",3
Q1091783,Ciena,3
Q25245434,Aerie Pharmaceuticals,3
Q691637,Gol Linhas Aéreas,3
Q7095328,Ooma,3
Q17114199,NeoGen,3
Q7880250,Ultimate Software,3
Q6537727,Lexicon Pharmaceuticals,3
Q24890758,CrowdStrike,3
Q305473,"IQVIA Holdings, Inc.",3
Q6035325,InnerWorkings,3
Q2071102,Primo Water,3
Q1144473,CureVac,3
Q2594130,Worthington Industries,3
Q4868109,Bassett Furniture,3
Q5501354,FreightCar America,3
Q103793759,Cardlytics,3
Q1641437,Ralph Lauren Corporation,3
Q784022,Renren,3
Q30256843,bluebird bio,3
Q7272057,QuinStreet,3
Q25326524,Mesoblast,3
Q3492619,Sonos,3
Q16824426,Agios Pharmaceuticals,3
Q7575161,Spectra Energy,3
Q48741327,Micron Products,3
Q8025558,Winnebago Industries,3
Q4930359,Bluegreen Corporation,3
Q5595849,Granite Construction,3
Q7974766,Watsco,3
Q4650685,ACI Worldwide,3
Q7888979,United Natural Foods,3
Q7457122,Sevcon,3
Q5162777,Conseco,3
Q23018189,Albany International,3
Q59089890,Qudian,3
Q54622058,Texas Capital Bank,3
Q7242563,PriceSmart,3
Q1129117,Tupperware,3
Q98424095,M/I Homes,3
Q3216588,Lamar Advertising Company,3
Q1433308,Harris Corporation,3
Q5140275,Codexis,3
Q16957733,China Yuchai International,3
Q27150140,Ameris Bancorp,3
Q21874220,"Atara Biotherapeutics, Inc.",3
Q17499083,58.com,3
Q5972866,ION Geophysical,3
Q7160600,Pegasystems,3
Q4677870,Acuity Brands,3
Q7233641,Post Consumer Brands,3
Q3482689,Shutterstock,3
Q26311,Aflac,3
Q19867417,SeaChange International,3
Q7848008,Trupanion,3
Q7809768,Titan Pharmaceuticals,3
Q4969137,Bristow Helicopters,3
Q17109460,Mack-Cali Realty Corporation,3
Q5056859,Cedar Realty Trust,3
Q48881,Sherwin-Williams,3
Q16997126,Intercept Pharmaceuticals,3
Q4688714,Aethlon Medical,3
Q1139541,Frontier Airlines,3
Q7800873,Tidewater,3
Q4692116,Agenus,3
Q3552193,Urban Outfitters,3
Q5376971,Energy Recovery Inc.,3
Q2581220,"Williams-Sonoma, Inc.",3
Q5050852,Destination XL Group,3
Q5190505,CryoLife,3
Q6750663,MannKind Corporation,3
Q4650338,ABM Industries,3
Q170416,Koninklijke Philips Electronics N.V.,2
Q8035757,World Fuel Services,2
Q6522339,LendingTree,2
Q100321332,United Nuclear Corporation,2
Q5597139,Graphic Packaging,2
Q17182820,Cytosorbents,2
Q4047452,"Proofpoint, Inc.",2
Q28446528,Renasant Bank,2
Q2331913,Stantec,2
Q16984188,Rogers Corporation,2
Q1591976,Haynes International,2
Q21992261,"American Public Education, Inc.",2
Q6952868,NBT Bank,2
Q5472859,Fortune Brands Home & Security,2
Q8178679,MainSource Bank,2
Q7299366,Rayonier,2
Q1065090,Intersil,2
Q7276947,RLI Corp.,2
Q6511665,Lechters Housewares,2
Q2157448,Robert Half,2
Q56585268,10X Genomics,2
Q60480286,Tilray,2
Q17086475,Ultralife Corporation,2
Q852787,Groupon,2
Q672885,Tyco International,2
Q5398941,Esperion Therapeutics,2
Q56527497,"Neenah, Inc.",2
Q7776719,The York Water Company,2
Q7847653,Trulia,2
Q7289304,RPT Realty,2
Q1106938,Cogent Communications,2
Q4751693,Anaren,2
Q123269714,TTM Technologies,2
Q6990264,Nelnet,2
Q20708193,Live Oak Bank,2
Q17080510,Mattersight Corporation,2
Q5116536,Church & Dwight,2
Q124224170,Aehr Test Systems,2
Q30280160,Elanco,2
Q4698090,Air Methods,2
Q17125902,ZIOPHARM Oncology,2
Q1577907,Lionbridge,2
Q17145997,UFP Technologies,2
Q1159256,Danaher Corporation,2
Q1058722,Shake Shack,2
Q7937913,Vivint Solar,2
Q5209286,Daily Journal Corporation,2
Q7727656,The Corporate Executive Board Company,2
Q104480012,Axsome Therapeutics,2
Q17073430,Organovo,2
Q17078981,Carrols Restaurant Group,2
Q17113791,Middlesex Water Company,2
Q23090931,Outfront Media,2
Q5063137,Century Casinos,2
Q91498427,U.S. Auto Parts,2
Q6702957,Lululemon Athletica,2
Q136654090,ProPhase Labs,2
Q2142669,AmBev,2
Q17006727,Kandi Technologies,2
Q7617297,Stillwater Mining Company,2
Q7554565,Sogou,2
Q1585599,Harman International Industries,2
Q16974697,Exterran Holdings,2
Q54621346,BiondVax,2
Q25775,Affiliated Managers Group,2
Q7268803,Qualtrics,2
Q3996930,Tower International,2
Q5277215,Dime Community Bank,2
Q1825763,Lincoln National Corporation,2
Q19604285,Adams Resources & Energy Inc.,2
Q15831130,Infoblox,2
Q694872,Torm PLC,2
Q20715093,Teladoc,2
Q1425316,SLB,2
Q15109905,Maxygen,2
Q17147182,Zynex,2
Q27988152,Federal Realty Investment Trust,2
Q4906978,Biglari Holdings Inc.,2
Q16933746,SEACOR Holdings,2
Q2124539,RR Donnelley,2
Q22078063,Snowflake Inc.,2
Q22909604,"Valhi, Inc.",2
Q16958713,Clarcor,2
Q56276186,Peloton,2
Q27346316,Fortress Biotech,2
Q1107088,"Coherent, Inc.",2
Q4688284,Aerohive Networks,2
Q6902090,Monro Muffler Brake,2
Q2882085,Banco de Chile,2
Q2453426,Trina Solar,2
Q5270905,Diamond Resorts,2
Q483946,POSCO,2
Q16335785,Pivotal Software,2
Q785943,Staples Inc.,2
Q16959629,Nutanix,2
Q55627388,Okta,2
Q7917805,Vector Group,2
Q5426582,FLY Leasing,2
Q7191691,Pier 1 Imports,2
Q96482451,MEDLEY,2
Q19876423,Hyster-Yale Materials Handling,2
Q4749580,Amyris,2
Q48647846,C&J Energy Services,2
Q6746136,ManTech International,2
Q5748967,Hexcel,2
Q5281775,Discover Financial,2
Q286214,AAON,2
Q121033088,Standard Lithium Ltd,2
Q806215,Santander Group,2
Q2839509,Alpha Natural Resources,2
Q30284052,Athersys,2
Q7250893,Prosperity Bancshares,2
Q96481629,Ellomay Capital Ltd,2
Q7738224,The Greenbrier Companies,2
Q2059537,Arrow Electronics,2
Q7978891,Webster Bank,2
Q100323973,Whitestone REIT,2
Q6801109,McEwen Mining,2
Q121816947,Victory Capital,2
Q8073337,Zoetis,2
Q16988748,CoStar Group,2
Q20486937,Superior Energy Services,2
Q13529476,Sierra Wireless,2
Q16974884,American States Water,2
Q12859164,National Fuel Gas,2
Q7313510,Rent The Runway,2
Q1477575,Smithfield Foods,2
Q17143144,PacWest Bancorp,2
Q935059,Toro,2
Q1815011,Pacific Gas and Electric Company,2
Q30268745,AC Immune,2
Q5376661,Endurance International Group,2
Q6794502,MaxLinear,2
Q17551096,Keysight Technologies,2
Q18217462,Tandy Leather Factory,2
Q5972276,Voya Financial,2
Q7893954,Universal Forest Products,2
Q15917534,FutureFuel,2
Q546880,Kinross Gold,2
Q7980370,Weis Markets,2
Q452340,HSN,2
Q824278,Six Flags,2
Q15109865,Dexcom,2
Q206678,OTE,2
Q4045977,Belmond,2
Q5099546,ChinaCache,2
Q386193,Coeur Mining,2
Q11159866,Gilat Satellite Networks Ltd.,2
Q787324,BEA Systems,2
Q7850758,TubeMogul,2
Q4119347,A. T. Cross Company,2
Q28776959,Richardson Electronics,2
Q6391583,La-Z-Boy,2
Q420506,Wix.com,2
Q1740323,Key Tronic,2
Q60763554,Urstadt Biddle Properties,2
Q2995071,Constellium,2
Q115978123,"One Stop Systems, Inc.",2
Q19604577,Tempur Sealy International,2
Q2167391,Gateway,2
Q4810399,Assurant,2
Q85811579,UPC Insurance,2
Q5554922,"Gevo, Inc",2
Q112038007,Leonardo DRS,2
Q2843029,American Superconductor,2
Q124668353,Surgery Partners,2
Q1364176,Wipro,2
Q5192265,Cubist Pharmaceuticals,2
Q5643474,Halozyme Therapeutics,2
Q1818970,Telkom,2
Q846246,Neonode,2
Q5503081,Freshpet,2
Q6029685,Infinera,2
Q23680018,Wintrust Financial,2
Q390074,Houghton Mifflin Harcourt,2
Q16985465,Textainer Group Holdings,2
Q2037080,Tesoro Corporation,2
Q1321054,Norfolk Southern Railway,2
Q28404585,DCP Midstream Partners,2
Q625708,Aramark,2
Q5265143,Destination Maternity Corporation,2
Q7682888,Tanger Inc.,2
Q6896175,Molina Healthcare,2
Q2838738,Pampa Energía,2
Q612714,Sunrise Senior Living,2
Q7248285,Profire Energy,2
Q104875961,GRAIL,2
Q7017778,Newfield Exploration,2
Q56582970,Blueprint Medicines (United States),2
Q106301317,TG Therapeutics,2
Q4818872,Atwood Oceanics,2
Q7851426,Tuesday Morning,2
Q16974631,Ellie Mae,2
Q20714863,Coca-Cola FEMSA,2
Q4854759,Bandwidth.com,2
Q7903503,Utz Brands,2
Q7314050,RepliWeb,2
Q2506396,Voxx International,2
Q30283331,Inovio Pharmaceuticals,2
Q4914627,Bioline Rx Ltd.,2
Q24204493,Veeva Systems,2
Q790650,Avery Dennison,2
Q7165001,Pentair,2
Q16240807,AutoWeb,2
Q2036530,Allison Transmission,2
Q104822216,Penumbra,2
Q1195490,RadioShack,2
Q7385192,Ryman Hospitality Properties,2
Q7856971,Tutor Perini,2
Q4838903,Bachoco,2
Q7876045,UTStarcom,2
Q117061817,Boston Private Financial Holdings,2
Q5532704,Genesco,2
Q30269121,Kura Oncology,2
Q3421578,RealD,2
Q5023914,Calpine,2
Q4745391,American Woodmark,2
Q223407,Novell,2
Q20687182,Talen Energy,2
Q8038871,WuXi AppTec,2
Q119844805,Hamilton Lane,2
Q4474231,Jakks Pacific,2
Q4876829,Beasley Broadcast Group,2
Q47016300,Autohome,2
Q17079580,SciQuest,2
